UserID,DeviceType,UsageHoursPerDay,EnergyConsumption,UserPreferences,MalfunctionIncidents,DeviceAgeMonths,SmartHomeEfficiency
834,Lights,14.028133445439362,7.696055180431117,1,3,56,0
835,Camera,3.4637100758221484,9.063194563798032,0,3,42,0
836,Smart Speaker,14.170455895626702,4.1537603446988935,0,4,35,0
837,Thermostat,18.50915950795933,9.535420409359157,1,2,11,1
838,Thermostat,10.05078860948944,8.667751110318592,1,4,54,0
839,Security System,21.17618707662449,3.0353655531369967,0,2,20,0
840,Security System,15.744049403898066,1.676902069759639,1,4,30,1
841,Camera,21.63234957979626,4.410355021667333,0,1,53,0
842,Camera,15.152374814312424,4.07879720876407,0,0,58,0
843,Lights,3.585267342113369,5.799621122778922,1,3,28,0
844,Lights,7.777755210971944,5.875523700044705,1,0,15,1
845,Camera,5.242181283932737,7.524871145361755,1,0,38,0
846,Camera,21.857422696346266,5.14791048723554,1,1,50,0
847,Smart Speaker,18.369401581255843,1.137744145313579,1,0,13,1
848,Security System,16.395361669385142,8.59708422197575,0,0,47,0
849,Lights,7.57270851134311,3.166669373533352,1,1,35,1
850,Security System,4.8250521431800175,9.71584485703526,0,2,47,0
851,Security System,18.27660056773943,1.2668150759297243,1,4,24,1
852,Camera,11.642711728158371,9.586686605101782,1,0,56,1
853,Smart Speaker,5.806054475539784,1.001016888136918,1,3,1,1
854,Thermostat,14.990616486883964,2.387257765675889,1,1,42,1
855,Smart Speaker,1.4478455252536215,0.5611414266567618,1,0,24,1
856,Smart Speaker,8.165000972013956,7.08062015172605,1,2,27,1
857,Security System,11.511089372891664,8.517957492060738,0,2,18,0
858,Smart Speaker,3.977020851571037,4.397303709978206,1,3,58,0
859,Lights,23.63938022338473,9.292368542920054,1,0,26,1
860,Security System,5.413788067855935,5.943960810380436,1,3,29,0
861,Lights,3.5632985560167403,6.33707064092058,1,2,8,0
862,Thermostat,5.283069536342065,8.469650096837622,0,2,44,0
863,Security System,18.57293662925352,3.038322030013205,0,4,26,0
864,Thermostat,10.499382992888306,3.607230641143496,0,2,5,0
865,Security System,13.787274584184644,9.068924000026978,0,1,33,0
866,Camera,0.9937151891794777,9.019538610783762,0,4,40,0
867,Smart Speaker,1.309135751472892,9.767179484388622,0,3,5,0
868,Camera,10.97690042093488,9.028199332772544,1,2,49,0
869,Thermostat,19.691398215238152,1.360983156730273,1,1,47,1
870,Smart Speaker,21.303113649627782,8.254870432756174,0,4,36,0
871,Security System,2.537604338497545,4.157400933284981,1,1,13,1
872,Smart Speaker,13.151532899374036,9.908933423864784,1,4,17,1
873,Lights,21.960897627562854,4.775581546855131,1,4,13,1
874,Smart Speaker,9.61735972835033,5.582977216771984,1,4,25,1
875,Lights,19.994797038566663,5.344771661042305,1,3,58,0
876,Smart Speaker,3.641847878386751,3.2851965955969504,0,4,2,0
877,Lights,22.481770507193268,0.8427186800398899,0,4,24,0
878,Thermostat,18.15844796198561,8.966947180978993,0,1,36,0
879,Camera,22.621358230492188,8.04649054401024,0,4,25,0
880,Security System,16.400504988483902,1.481315127540726,0,3,34,0
881,Smart Speaker,9.039992401986536,7.790005886365721,0,1,12,0
882,Camera,22.547257554330976,6.295881993901039,1,4,19,1
883,Security System,6.975819243265694,4.150523500384461,0,1,50,0
884,Security System,8.306054268450715,2.6148093760460718,1,3,42,1
885,Lights,16.968997823040898,8.611314956672102,1,1,30,1
886,Thermostat,18.484933038846577,7.031863767011125,0,3,37,0
887,Thermostat,22.340981870455117,5.522625103744455,0,2,43,0
888,Camera,5.312856612820923,6.1347284855947946,0,4,1,0
889,Thermostat,19.25295382765176,1.0015552026135917,1,3,3,1
890,Smart Speaker,17.85583225482864,4.791805633020799,0,4,49,0
891,Thermostat,1.9991720719595496,2.0176328985784497,0,3,26,0
892,Camera,9.599743818439864,2.1629984221873717,0,0,15,1
893,Thermostat,7.144988240912317,6.6469092266399805,1,0,46,0
894,Smart Speaker,7.655524972319714,9.121435903159451,0,0,56,0
895,Lights,23.59925166953547,4.097190443735631,0,3,47,0
896,Camera,15.605269216778304,2.156717802820685,1,4,48,1
897,Lights,17.36538970814724,6.522594678642877,1,0,28,1
898,Lights,23.450514476902715,8.724751758868145,1,4,4,1
899,Lights,9.36424188775451,7.508356131112659,0,3,19,0
900,Security System,19.34324395864094,8.700696582312213,0,4,24,0
901,Security System,10.71147763765564,5.411891243006913,1,4,57,0
902,Lights,20.934041287652025,7.54357481925499,0,0,40,0
903,Camera,4.745452220815625,1.486639137653471,1,1,6,1
904,Smart Speaker,22.77062516101057,3.547918692095596,1,2,16,1
905,Smart Speaker,5.641135147655672,3.956536728367072,1,3,32,1
906,Thermostat,8.16618191405189,5.161827887835742,1,3,30,1
907,Camera,18.270517501509342,9.297855966542556,1,3,35,1
908,Security System,9.753245826787058,8.755535946199526,0,2,8,0
909,Lights,14.792967354011497,1.431802373662927,0,1,5,0
910,Thermostat,10.94747727513157,1.8106175536363855,0,4,37,0
911,Smart Speaker,17.945693521609872,3.640641440930223,0,3,12,0
912,Security System,5.865784430662355,2.978364272317672,1,4,25,1
913,Security System,1.8737627000666095,6.186232436246996,0,0,33,0
914,Lights,7.548340840617056,9.037482872868994,1,0,39,0
915,Smart Speaker,11.64625362440811,9.626686262558607,1,0,24,1
916,Camera,4.448471226527946,6.570669230098742,0,3,11,0
917,Security System,8.837736306925134,8.397776093870759,0,2,42,0
918,Lights,9.89960092989886,5.299501782284891,1,3,35,1
919,Camera,1.8487083266744284,2.162436773914393,0,0,40,0
920,Smart Speaker,14.207720332328806,5.294415279725426,0,0,1,0
921,Security System,21.28207055732525,5.595317754232745,0,3,8,0
922,Camera,4.065958454396732,7.45032988571421,0,2,23,0
923,Camera,14.54848831493558,2.2768415981027563,1,2,20,1
924,Camera,16.121371315404886,3.746272782658645,1,4,32,1
925,Security System,10.354364989853275,3.703871945224207,0,1,11,0
926,Security System,16.975793303060343,9.598451997837532,1,0,7,1
927,Thermostat,10.152191272038785,4.495055107234517,1,2,58,1
928,Smart Speaker,12.35897626746972,7.57543027625165,0,0,30,0
929,Lights,0.672796547029034,7.533032675606947,0,1,59,0
930,Camera,16.755422682165186,2.7288874295520897,1,0,48,1
931,Thermostat,16.041552955201023,5.761509924780148,1,2,39,0
932,Lights,1.4024206171690972,8.953598643854615,1,4,13,0
933,Thermostat,9.153877523785628,4.804457422623799,0,3,42,0
934,Security System,23.507248258604186,9.456663322691206,1,3,49,0
935,Camera,10.387309220362496,2.2231364703092,1,2,3,1
936,Lights,12.29571702059828,0.8341751471629042,0,2,7,0
937,Lights,21.883358716753385,8.925393344133019,1,1,43,0
938,Lights,17.355654082845277,8.492043859825944,0,0,13,0
939,Lights,14.178648081419254,9.926639771745062,0,1,37,0
940,Lights,19.248410011515205,6.8259955323130175,1,3,25,1
941,Thermostat,20.81260726171537,9.37321047400478,0,0,23,0
942,Camera,11.236869685825772,8.286795348332697,0,1,51,0
943,Security System,11.665046575898131,8.45982069788886,1,3,47,0
944,Security System,9.572196987818142,5.734501547497255,0,0,33,0
945,Security System,23.217594290433823,3.885409519375437,1,4,5,1
946,Security System,16.883406975823235,9.35212491817849,0,4,32,0
947,Thermostat,2.455742055889699,4.377960038597355,0,1,30,0
948,Smart Speaker,20.779551147855933,5.434311735771724,1,2,31,1
949,Camera,11.7931586096523,4.516531640539358,1,0,13,1
950,Lights,2.1157168009284555,5.691701308205952,1,1,42,0
951,Smart Speaker,13.41835549633781,4.758000282024039,0,2,5,0
952,Security System,10.303360555928998,0.5748788299368112,1,2,23,1
953,Smart Speaker,21.127111014271684,8.832277041476216,0,0,1,0
954,Camera,5.293873184820603,4.499498807266121,1,0,10,1
955,Lights,19.921918323066297,5.930542120222752,0,2,50,0
956,Lights,13.60568424285814,1.4779592473040717,1,3,27,1
957,Camera,1.7833421255165227,0.1335396950281274,0,1,54,0
958,Camera,23.338364581148888,2.5283719270720653,1,0,8,1
959,Security System,12.5464582364252,7.075401718120167,0,2,52,0
960,Lights,7.335606074442189,1.0820258481174982,0,3,3,0
961,Smart Speaker,11.531060786747563,9.097985659826032,0,4,19,0
962,Thermostat,20.65965791266099,2.228723436626228,0,2,51,0
963,Thermostat,7.665223423048992,2.1254767814885804,1,3,2,1
964,Camera,5.027895317437458,1.8969288200528056,0,4,49,0
965,Security System,3.533174302875714,0.238418958416511,1,3,31,1
966,Thermostat,7.499695862169965,7.740874137934522,0,0,48,0
967,Lights,18.83113004544102,8.76284185932806,1,2,53,0
968,Camera,11.583219582088647,6.180210755900369,0,4,10,0
969,Smart Speaker,5.845817686798189,1.9631798186306368,0,3,53,0
970,Camera,4.405347490829106,2.924252169714709,1,4,16,1
971,Smart Speaker,8.31914269799391,4.811674303913136,1,1,37,1
972,Camera,22.58822276281416,9.548024921070676,0,2,20,0
973,Camera,8.561127745865573,2.548778580995654,1,0,3,1
974,Camera,23.720915784933933,7.343294448806891,1,4,35,1
975,Smart Speaker,11.90291571048587,4.450537410599911,1,3,34,1
976,Smart Speaker,4.710352079818546,3.048688748764216,0,4,21,0
977,Camera,21.44179215714747,4.613567776518926,1,3,36,1
978,Thermostat,11.318351268668431,0.8049465036582021,0,4,32,0
979,Security System,17.177276572356323,8.00700497221059,1,0,54,1
980,Security System,23.617222205415064,2.5086890870313745,1,0,18,1
981,Security System,1.6791207325193889,7.281580019610407,0,2,34,0
982,Smart Speaker,2.772322155007828,0.7766488773371277,1,0,56,1
983,Smart Speaker,17.430733424374772,9.555475706040292,1,4,38,0
984,Thermostat,7.122887577443592,2.0108483555164165,1,4,3,1
985,Security System,4.831082828327328,8.839146554450096,1,0,53,0
986,Security System,1.4250041757636431,8.113784775192801,1,1,3,0
987,Camera,1.0133977316757423,9.681813248406018,1,4,27,0
988,Smart Speaker,18.700411673315084,4.831117543362921,1,2,2,1
989,Security System,3.659185543184425,7.30123320907492,0,1,3,0
990,Thermostat,11.491434475322048,3.770035504674062,0,0,17,1
991,Thermostat,14.73857515671785,1.9252455563949689,0,3,46,0
992,Security System,10.566267313367886,4.486451736041143,0,4,39,0
993,Smart Speaker,1.137006329901478,1.7409152523457034,0,3,54,0
994,Thermostat,18.912285310815857,9.8222417655852,1,2,53,0
995,Camera,0.747060776728857,1.052840262293092,0,1,38,0
996,Thermostat,18.404412517870878,5.933196062180942,0,3,40,0
997,Lights,21.49265560402088,6.301992167015153,1,2,19,1
998,Lights,10.671738144843548,5.426987474453137,0,3,19,0
999,Smart Speaker,13.085248117798258,6.6556402685471525,1,3,44,0
1000,Security System,11.709109726514864,1.2501896726177204,1,2,5,1
1001,Smart Speaker,9.646402537650811,5.594683389632381,0,4,5,0
1002,Smart Speaker,21.354476581203468,2.9434044541608797,0,3,14,0
1003,Smart Speaker,21.50743750074477,9.40774302668046,1,2,27,1
1004,Smart Speaker,8.391684569076062,7.644509369053284,1,3,49,0
1005,Camera,14.954139219345402,9.727893373381452,0,4,48,0
1006,Camera,22.282327710427808,0.4718050904278765,1,2,36,1
1007,Thermostat,23.10837472512176,2.922818434289016,0,3,57,0
1008,Lights,12.460537449918116,2.0346836077196557,0,0,40,0
1009,Smart Speaker,11.14138292418168,0.2104304143871219,0,4,35,0
1010,Thermostat,7.049316424320356,2.4990247294385823,0,3,21,0
1011,Lights,23.033489019974635,6.819882236852246,1,1,5,1
1012,Security System,3.856136155112383,2.387780329132229,1,2,55,0
1013,Camera,14.125995037121536,5.13913411027792,0,3,24,0
1014,Lights,7.139931286688014,8.889399338153487,0,4,57,0
1015,Security System,7.0566948231732205,6.968203411455844,1,4,39,0
1016,Lights,10.01676180334043,4.006827792069717,1,1,50,1
1017,Camera,23.971633991667883,3.7874424952298726,1,1,24,1
1018,Camera,1.7917082107358184,4.611784558683999,1,3,40,0
1019,Thermostat,14.09573272778299,1.8527102664930728,1,0,43,1
1020,Smart Speaker,2.4404457138290137,6.376607597418282,0,4,46,0
1021,Lights,4.131239504777196,3.7051129091355945,0,0,50,0
1022,Lights,10.829729131663118,8.538416957694233,0,0,13,0
1023,Security System,12.495813086641371,7.589871334572381,0,3,38,0
1024,Camera,6.581621596566314,6.144080324512385,1,2,45,0
1025,Lights,7.93674257554878,3.70560200423021,1,2,58,0
1026,Camera,2.5437249760144267,2.178325133567496,0,2,1,0
1027,Lights,7.625664920339887,7.783903454645666,0,1,43,0
1028,Thermostat,23.214123325442785,4.915450080011756,1,4,39,1
1029,Smart Speaker,22.70062346930332,2.32502537795584,0,1,10,0
1030,Lights,8.369639818219149,2.032228688896061,0,4,2,0
1031,Camera,13.915067502550896,1.7374689545634543,1,4,16,1
1032,Thermostat,21.875491691107197,7.79389584243539,1,4,37,0
1033,Lights,0.6453198320610718,2.366973134473086,1,3,16,1
1034,Security System,19.551063902933407,5.313758408899455,0,2,23,0
1035,Smart Speaker,22.7866844905396,4.570308973633258,1,1,26,1
1036,Lights,2.646154756838591,5.838147902360011,1,1,16,0
